name,phone_type,phone_number,website
GIZE PLC,Phone,+251 11 5528080/5528200/5535053,
GIZE PLC,Mobile,+251 91 1201001,
RADOS BUSINESS GROUP PLC,Phone,+251 1 12132058/2132391,
RADOS BUSINESS GROUP PLC,Mobile,+251 91 1205231,
EKUBEZGI HEBTEAB KIFLU,Phone,+251 11 3710027,
EKUBEZGI HEBTEAB KIFLU,Mobile,+251 91 1218103,
NASSIM AUTO MERCANTILE,Phone,+251 11 1553696,
NASSIM AUTO MERCANTILE,Mobile,+251 91 1232915,
ADEY ABABA YARN SHARE CO.,Phone,+251 11 4423455/4422300/4420618,
ESMAEL AHEMED EMAME,Phone,+251 11 2132083/4168103,
ESMAEL AHEMED EMAME,Mobile,+251 91 1210063,
HAMZA OUMER,Phone,+251 11 2757748,
HAMZA OUMER,Mobile,+251 91 1632169,
ZAMU PLC,Phone,+251 11 5527889/5527890/5527892,
KK PLC,Phone,+251 11 5159015/5511174,
KK PLC,Mobile,+251 91 1210694,
SALEHADIN DENUR HUSSEN,Phone,+251 11 2752453/2590271,
SALEHADIN DENUR HUSSEN,Mobile,+251 91 1205006,
MYMUNA IBRAHIM  MOHAMMED,Phone,+251 11 2757284/2135390,
MYMUNA IBRAHIM  MOHAMMED,Mobile,+251 91 1235357,
KENDEIA G/GIORGIS FEKADU,Phone,+251 11 4161831/4165333/4166251,
KENDEIA G/GIORGIS FEKADU,Mobile,+251 91 1429113,
D.H GEDA TRADE & INDUSTRY PLC,Phone,+251 11 6638154/6638159/6638160,
DEREJE KITAW G/EYESSUS,Phone,+251 11 4432373,
DEREJE KITAW G/EYESSUS,Mobile,+251 91 1234873,
ESMAEL ABUBEKER UMER,Mobile,+251 91 1633872,
DERASA PLC,Phone,+251 11 2752453,
DERASA PLC,Mobile,+251 91 1205006,
HABIB BADEBO BUSHERA,Phone,+251 11 3481115,
HABIB BADEBO BUSHERA,Mobile,+251 91 1206422,
ISMAIL MOHAMMED SALAH OMER,Phone,+251 11 2130978,
ISMAIL MOHAMMED SALAH OMER,Mobile,+251 91 1222693,
FESHA LEGGESS TESFAGIYORGIS,Phone,+251 11 1223969,
FESHA LEGGESS TESFAGIYORGIS,Mobile,+251 91 1223074,
Mega Distribution Enterprise,Phone,+251 111 232904,
NEW SEASON DEVELOPMENT PLC,Phone,+251 115 508423,
NEW SEASON DEVELOPMENT PLC,Mobile,+251 911 230597,
Tekle Gebre Book Shop,Phone,+251 112 137757,
HANNA YIGEZU HAILU,Phone,+251 11 1559458/1555968,
HANNA YIGEZU HAILU,Mobile,+251 91 1234736,
Mega Distribution PLC,Phone,+251 256 660446,
"Fountain of Books Importer, Wholesaler & Retailer",Phone,"+251 11 122 8497, 11 122 7041",
Tekola Worku Foreign Trade Auxiliary & Importer,Phone,1911646060,
Tekola Worku Foreign Trade Auxiliary & Importer,Mobile,+251 91 1646060,
MELAKU BEHAILU HABTEMARIAM,Mobile,+251 91 1674320,
Book Depot Plc,Phone,+251 11 6638170,
NURZEFA MOHAMMED HANIZA,Mobile,+251 91 1602018,
Kidana Tesema Book Shop,Phone,+251 11 2768748,
MEGA PUBLICATION AND DISTRIBUTOR PLC,Phone,+251 11 1232912/1232905/1232906,
MEGA PUBLICATION AND DISTRIBUTOR PLC,Mobile,+251 91 1204741,
READER'S TRADING PLC,Phone,+251 11 6187170,
READER'S TRADING PLC,Mobile,+251 91 1607005,
READERS TRADING P.L.C,Phone,+251 116 187170,
READERS TRADING P.L.C,Mobile,+251 911 607005,
LIBRERIA ITALIANA,Phone,1111372,
LIBRERIA ITALIANA,Mobile,1247722,
SEID HASSEN MUSSA,Phone,1563137,
SEID HASSEN MUSSA,Mobile,1205779,
WELELAW BUSHERA,Phone,+251 11 4663783,
WELELAW BUSHERA,Mobile,+251 91 1082231,
TEWABECH MULUGETA ASFAW,Phone,6186296/3719468,
TEWABECH MULUGETA ASFAW,Mobile,1226573,
HENOK  YITBAREK ALEMU,Phone,+251 11 6628161,
HENOK  YITBAREK ALEMU,Mobile,+251 91 1208678,
Endeco Engineering & contracting,Phone,+251 115 504706,
GREAT ABYSSINIA PLC,Phone,+251 11 1141414/5531199,
GREAT ABYSSINIA PLC,Mobile,+251 91 1219251,
CONCORD PLC,Phone,+251 11 6614784/85,
CONCORD PLC,Mobile,+251 91 1206003,
HAYAT COSMO INDUSTRY PLC,Phone,+251 11 6184024/2800112,
HAYAT COSMO INDUSTRY PLC,Mobile,+251 91 1206587/1485323,
BIO Energetic Bras let,Mobile,+251 911 63 20 42,
Sefcer Ceramic,Mobile,+251 972 575757,http://sefcerceramic.com
GIZO Ceramic Importer,Mobile,+251 938 60 60 60,
GIZO Ceramic Importer,Mobile 2,+251 97410 20 10,
GIZO Ceramic Importer,Mobile 3,+251 911 68 69 81,
Good Morning Trading Plc,Mobile,+251 911 66 23 04,
Good Morning Trading Plc,Mobile 2,+251 911 20 34 71,
ELAB International Business PLC,Phone,+251 115 52 04 53,
ELAB International Business PLC,Mobile,+251 911 23 34 51,
ELAB International Business PLC,Mobile 2,+251 911 22 59 83,
ELAB International Business PLC,Mobile 3,+251 913 70 65 65,
AyDunya Electro Building,Mobile,+251 911 37 36 66,
AyDunya Electro Building,Mobile 2,+251 912 63 93 25,
Murabaha Trading PLC,Phone,+251 911 20 88 74,http://www.murabaha-et.com/index.html
Murabaha Trading PLC,Mobile,+251 911 21 40 10,http://www.murabaha-et.com/index.html
GCN General Trading PLC,Mobile,+251 911 25 4350,https://gcngeneraltradingplc.com
GCN General Trading PLC,Mobile 2,+251 911 59 5846,https://gcngeneraltradingplc.com
Fisseha Hilemichael General Importer,Phone,+251 118 69 90 64,
Fisseha Hilemichael General Importer,Phone 2,+251 118 69 90 68,
Fisseha Hilemichael General Importer,Mobile,+251 911 23 09 92,
Zataw General Trading PLC,Mobile,+251 930 006108,
Zataw General Trading PLC,Mobile 2,+251 930 006109,
Zataw General Trading PLC,Mobile 3,+251 911 205593,
Zemilli Paint  Factory P.L.C,Phone,+251 11 6292845,
Zemilli Paint  Factory P.L.C,Phone 2,+251 11 2755989,
Zemilli Paint  Factory P.L.C,Phone 3,+251 11 2760558,
Zemilli Paint  Factory P.L.C,Mobile,+251 91 029 39 88,
Addis Steel Factory | አዲስ ቆርቆሮ ፋብሪካ,Phone,+251 115 54 89 02,
Addis Steel Factory | አዲስ ቆርቆሮ ፋብሪካ,Mobile,+251 911 20 33 05,
Addis Steel Factory | አዲስ ቆርቆሮ ፋብሪካ,Mobile 2,+251 911 51 38 21,
Addis Steel Factory | አዲስ ቆርቆሮ ፋብሪካ,Mobile 3,+251 911 48 02 13,
EPH Wazema Trading,Phone,+251 11 5525191,
EPH Wazema Trading,Phone 2,+251 11 5536510,
EPH Wazema Trading,Mobile,+251 91 1208687,
EPH Wazema Trading,Mobile 2,+251 93 0000020,
EPH Wazema Trading,Mobile 3,+251 93 0000018,
Tensae International Business Enterprise Plc,Phone,+251 116 62 14 97/98,http://www.tensaeinternational.com
Tensae International Business Enterprise Plc,Phone 2,+251 114 70 60 70,http://www.tensaeinternational.com
Grace Ceramic And Bath Solution,Mobile,+251 914 08 46 70,
Grace Ceramic And Bath Solution,Mobile 2,+251 914 08 56 70,
Grace Ceramic And Bath Solution,Mobile 3,+251 934 44 07 68,
ELNAL PLC,Phone,+251 11 4431303/4405293,
ELNAL PLC,Mobile,+251 91 1202535,
AYELE MAMO,Phone,+251 11 2756447,
AYELE MAMO,Mobile,+251 91 1204247,
GG ROYAL BUSINESS CENTER PLC,Phone,+251 11 6292329/6292330/31,
GG ROYAL BUSINESS CENTER PLC,Mobile,+251 91 1211135,
Canvas Trading PLC,Mobile,+251 911 40 66 18,
Canvas Trading PLC,Mobile 2,+251 945 59 35 07,
Canvas Trading PLC,Mobile 3,+251 913 86 21 21,
Hambon General Trading PLC,Phone,+251 112 75 84 23,
Hambon General Trading PLC,Mobile,+251 911 21 51 83,
Hambon General Trading PLC,Mobile 2,+251 958 00 21 20,
Hambon General Trading PLC,Mobile 3,+251 930 00 26 76,
FREE STYLE TRADING,Phone,5517238,
FREE STYLE TRADING,Mobile,1214288,
SUNLIGHT INDUSTRIAL & DISTRIBUTION CO. (SIDCO),Phone,+251 11 3710073/3710667/3712311,
DOKMI PLC,Phone,+251 112 766072 | +251 112 766095,
DOKMI PLC,Mobile,+251 911 229268,
DOKEME PLC,Phone,+251 11 2766072/2766095,
DOKEME PLC,Mobile,+251 91 1224012,
AZO GLOBAL PLC,Phone,+251 115 526063,
MISESO PLC,Mobile,+251 91 1205337,
DARIAN TRADING SOLE ENTERPRISE,Phone,+251 11 5509212/55158019/4662537,
DARIAN TRADING SOLE ENTERPRISE,Mobile,+251 11 1648893,
NATIONAL TOBACCO ENTERPRISE (ETH) S.C,Phone,+251 11 5510044/5516832,
AL- EMAN TRADING PLC,Phone,+251 11 1114775/1561420/1566652,
AL- EMAN TRADING PLC,Mobile,+251 91 1204120,
AHMED ABDELLA HAILELE,Phone,+251 11 2770088/2779819,
AHMED ABDELLA HAILELE,Mobile,+251 91 1201779,
JMBS Import,Phone,+251 116 686197,https://jmbsimportexport.com/about-us/
JMBS Import,Mobile,+251 947 359415,https://jmbsimportexport.com/about-us/
Dream Furniture PLC,Phone,+251 11 6455773,http://www.dreamethiofurniture.com
Dream Furniture PLC,Mobile,+251 939 909090,http://www.dreamethiofurniture.com
Dream Furniture PLC,Mobile 2,+251 939 919191,http://www.dreamethiofurniture.com
ADDISU JABIR,Phone,1115930,
ADDISU JABIR,Mobile,1924678,
V. KARIBIIAN,Phone,+251 11 1114868/1116922,
V. KARIBIIAN,Mobile,+251 91 1204877,
AHMED MUKREAM GETAHUN,Mobile,1770396/13604329,
SALAH EBRAHIM MUSSA,Mobile,1402016,
TEMESGEN SHERANGO ABCHLE,Mobile,+251 91 1131970,
SAED ABDULWAHAB IMPORT & EXPORT,Phone,+251 11 2755797,
SAED ABDULWAHAB IMPORT & EXPORT,Mobile,+251 91 1204885,
Gebisa Textile Shop:,Phone,+251 46 2204349,
SELAM E.M. PLC,Phone,+251 11 6637076/6510211,
SELAM E.M. PLC,Mobile,+251 91 1203384,
ABDURAHMAN MOHAMMED ALI,Mobile,+251 91 1954675,
SEVASTOPOL TRADING PLC,Phone,+251 11 4168606,
SEVASTOPOL TRADING PLC,Mobile,+251 91 1122056,
JEBEL JEMAL IBRAHIM,Mobile,+251 91 1457362,
HASSEN OMER ALI,Phone,+251 11 2752397,
HASSEN OMER ALI,Mobile,+251 91 1236478,
HASSEN BEDANE ODA,Mobile,+251 91 1211649,
Zirehun Textil Curtain Works,Phone,+251 46 2204372,
MOHAMMED SEMAN AWOL,Phone,+251 11 2752484,
MOHAMMED SEMAN AWOL,Mobile,+251 91 1234487,
ABDILAHADI AADEM SHEHAB,Phone,2593471,
ABDILAHADI AADEM SHEHAB,Mobile,3211980,
YONAS TESFAYE GURMESSA,Mobile,+251 91 1131970,
ADANE DESTA W/KIDAN,Phone,2754596,
ADANE DESTA W/KIDAN,Mobile,1205038/1505888,
Yelab Trading PLC,Phone,+251912072144,http://www.yelabtrading.com
Yelab Trading PLC,Phone 2,+251911556913,http://www.yelabtrading.com
Yelab Trading PLC,Phone 3,+251938062939,http://www.yelabtrading.com
Yelab Trading PLC,Mobile 3,+25193 8062939,http://www.yelabtrading.com
NAEIL ELECTRO-MECHANICAL PLC,Mobile,+251 953 99 74 74,
NAEIL ELECTRO-MECHANICAL PLC,Mobile 2,+251 961 11 32 36,
Kayu Fleet Management and Communication Technology PLC,Phone,+251-11-6673176,https://kayutech.net
Kayu Fleet Management and Communication Technology PLC,Mobile,+251-912-617483,https://kayutech.net
Nano Computing ICT Solution,Mobile,+251 923 78 78 78,
Nano Computing ICT Solution,Mobile 2,+251 911 23 21 47,
Dahua Technology (HK) Limited,Mobile,+251 955 93 80 10,http://www.dahuasecurity.com
Electro Engineering PLC,Mobile,+251 982 070809,http://www.electroengineering.net
Electro Engineering PLC,Mobile 2,+251 932 151529,http://www.electroengineering.net
Electro Engineering PLC,Mobile 3,+251 913 869337,http://www.electroengineering.net
Shega Tech Security System Installation PLC,Mobile,+251 920 71 01 49,http://www.shegatechsecuritysystem.com
Shega Tech Security System Installation PLC,Mobile 2,+251 973 94 31 33,http://www.shegatechsecuritysystem.com
Abajalia Trading PLC,Mobile,"+251 911 254182,",
Abajalia Trading PLC,Mobile 2,+251 923 399596,
Abajalia Trading PLC,Mobile 3,+251 929 248673,
Demissie Anulo Finishing Works and Importer | ደምሴ አኑሎ የ...,Mobile,+251 912 473763,
FIN MAT PLC,Phone,+251 116 622060/6604291,
FIN MAT PLC,Mobile,+251 913 292005,
RESHID BUSER AHMED,Phone,+251 115 156040,
RESHID BUSER AHMED,Mobile,+251 911 201398,
ASHAM TRADE & INDUSTRY PLC,Phone,+251 11 1551186/1561630,
ASHAM TRADE & INDUSTRY PLC,Mobile,+251 91 1221664,
BISELEX  ETHIOPIA PLC,Phone,+251 11 6628600/01/02,
BISELEX  ETHIOPIA PLC,Mobile,+251 91 1216164,
SANAD IT SUPPLIES PLC,Phone,+251 116 622271 | +251 116 622276,
SANAD IT SUPPLIES PLC,Mobile,+251 911 613883,
BRIGHT ALUMINUM EXTRUSION PLC (BALEX.COM),Phone,+251 11 6188650,
FAR EAST TRADING PLC,Phone,+251 11 1565352/3482085,
FAR EAST TRADING PLC,Mobile,+25 91 1206010,
CEBU TRADING PLC,Phone,+251 11 3715625,
CEBU TRADING PLC,Mobile,+251 91 1206275,
Buzualem Kids General Trading PLC,Phone,+251 114 190954,
Buzualem Kids General Trading PLC,Mobile,+251 911 52 67 46,
Buzualem Kids General Trading PLC,Mobile 2,+251 911 23 93 04,
Buzualem Kids General Trading PLC,Mobile 3,+251 929 90 54 80,
ATLANTIC INTERNATIONAL TRADING PLC,Phone,+251 11 5515185/5509178/79,
ATLANTIC INTERNATIONAL TRADING PLC,Mobile,+251 91 1209058,
WE3COM IMPORT and EXPORT PLC,Phone,+251 111 559739,
WE3COM IMPORT and EXPORT PLC,Mobile,+251 930 013393,
MUGHER CEMENT ENTERPRISE,Phone,+251 11 4421480,
KABEW  GENERAL BUILDING CONTRACTOR PLC,Phone,+251 11 6623944/6623945/6633725,
HASOBA INTERNATIONAL BUSINESS GROUP PLC,Phone,+251 11 5510760,
HASOBA INTERNATIONAL BUSINESS GROUP PLC,Mobile,+251 91 1234630,
Sapphire Dimensional Stone,Phone,+251 960 367111,
Sapphire Dimensional Stone,Mobile,+251 922 566022,
Sapphire Dimensional Stone,Mobile 2,+251 942 782960,
Kaayoo Trading,Phone,+251 118 66 80 36,http://www.kaayoo.com
Kaayoo Trading,Phone 2,+251 118 66 80 42,http://www.kaayoo.com
Kaayoo Trading,Mobile,+251 944 44 67 44,http://www.kaayoo.com
Kaayoo Trading,Mobile 2,+251 944 44 90 44,http://www.kaayoo.com
Wow Prime House,Phone,+251 116 67 49 03,http://www.wowallinone.net
Wow Prime House,Mobile,+251 930 20 20 20,http://www.wowallinone.net
Wow Prime House,Mobile 2,+251 930 40 40 40,http://www.wowallinone.net
Wow Prime House,Mobile 3,+251 930 50 50 50,http://www.wowallinone.net
ELKANAH TRADING PLC (ETP),Mobile,+251 911 22 46 76,
ELKANAH TRADING PLC (ETP),Mobile 2,+251 910 31 69 05,
Absolute Granite and Marble,Mobile,+251913685727,https://absolutegraniteandmarble.com/
Absolute Granite and Marble,Mobile 2,+251911448617,https://absolutegraniteandmarble.com/
FMM Ceramic,Mobile,+251911463229,
Abem Ceramic and Sanitary Material shop,Mobile,+251946624677,
Abem Ceramic and Sanitary Material shop,Mobile 2,+251920159179,
Arsema Sanitary and Ceramic Material Shop,Mobile,+251966215086,
Arsema Sanitary and Ceramic Material Shop,Mobile 2,+251966215087,
Yitbarek Abriham Ceramic and Sanitary Equipment Shop,Mobile,+251935987910,
Yitbarek Abriham Ceramic and Sanitary Equipment Shop,Mobile 2,+251920890763,
Semira Ceramic & Sanitary Material Shop,Mobile,+251 9 12701678,
Semira Ceramic & Sanitary Material Shop,Mobile 2,+251 9 66923610,
Haymi Ceramic and Sanitary Material Shop,Mobile,+251911869825,
Haymi Ceramic and Sanitary Material Shop,Mobile 2,+251921797930,
Han Ceramics & Finishing Material Shop,Mobile,+251911938864,
Han Ceramics & Finishing Material Shop,Mobile 2,+251911429391,
Soriya Ceramic,Mobile,+251 920 577303,
Soriya Ceramic,Mobile 2,+251 965 655946,
MELAKU MEKONEN IMPORT EXPORT,Phone,+251 11 556465,
MELAKU MEKONEN IMPORT EXPORT,Mobile,+251 91 1208506,
The Twins PLC,Phone,+ 251 11 6621934,
The Twins PLC,Phone 2,+ 251 11 6621946,
Diaglossia Import,Phone,+251 11 5502444,
Diaglossia Import,Mobile,+251 91 1161899,
Silver Bird Marketing PLC,Phone,+251 11 470 44 88,http://silverbirdplc.com
Silver Bird Marketing PLC,Mobile,+251 911 64 14 83,http://silverbirdplc.com
Labaid Trading PLC,Mobile,09-31-84-84-84,
Labaid Trading PLC,Mobile 2,09-22-42-84-00,
HPC Chemicals and Machineries,Mobile,+251 911 24 72 75,http://hpcchemicals.com
HPC Chemicals and Machineries,Mobile 2,+251 911 36 64 79,http://hpcchemicals.com
GETSON Industries,Phone,+251 11 557 37 13,http://getson.et/
BETA LAB PLC,Mobile,+251 911 608517,
BETA LAB PLC,Mobile 2,+251 926 836175,
BETA LAB PLC,Mobile 3,+251 934 150443,
MIAM Factory Raw Material Solution,Phone 2,+251115580951,
MIAM Factory Raw Material Solution,Mobile,+251 911 546231,
MIAM Factory Raw Material Solution,Mobile 2,+251 930 115522,
Prime Chemicals Popular,Phone,+251 913 296989,
Prime Chemicals Popular,Phone 2,+251 911 335483,
Prime Chemicals Popular,Mobile,+251 951 000000,
Prime Chemicals Popular,Mobile 2,+251 993 434343,
Prime Chemicals Popular,Mobile 3,+251 992 414141,
Elay Trading PLC,Mobile,+251 936 10 61 00,https://elaytrading.com/
Elay Trading PLC,Mobile 2,+251 938 10 61 00,https://elaytrading.com/
Elay Trading PLC,Mobile 3,+251 935 10 61 00,https://elaytrading.com/
Unity Import and Export,Phone,+251 955 19 64 23,https://unityimportandexport.com
Unity Import and Export,Phone 3,+251 941 95 51 42,https://unityimportandexport.com
Bright Pharma Trading Company,Phone,+251 118 27 89 76,
Bright Pharma Trading Company,Mobile,+251 930 48 38 12,
Bright Pharma Trading Company,Mobile 2,+251 910 19 11 04,
Merry Chemicals,Mobile,+251 911 200782,https://merrychemicals.com
Merry Chemicals,Mobile 2,+251 930 006150,https://merrychemicals.com
Merry Chemicals,Mobile 3,+251 923 481048,https://merrychemicals.com
FMS Trading PLC,Phone,+251 11 471 32 14,http://fmstradingplc.com/
FMS Trading PLC,Mobile,+251 930 41 42 43,http://fmstradingplc.com/
FMS Trading PLC,Mobile 2,+251 903 06 07 08,http://fmstradingplc.com/
YMX Trading Plc,Mobile,+251 911 03 72 86,
MICHAEL SEIFU ARAYA,Phone,+251 11 6516067,
MICHAEL SEIFU ARAYA,Mobile,+251 91 2070652,
FISTUM TILAHUN H/MESKEL,Phone,+251 11 2133404/2791180,
FISTUM TILAHUN H/MESKEL,Mobile,+251 91 1234164,
MOHAMMED ALEMU HUSSIEN,Phone,+251 11 2796975,
MOHAMMED ALEMU HUSSIEN,Mobile,+251 91 1920790/1921518,
SIMENESH GETACHEW SHIBESHI,Phone,+251 11 2791984,
G.S.H GENERAL SPORT HOUSE,Phone,+251 11 1112736,
G.S.H GENERAL SPORT HOUSE,Mobile,+251 91 1221140,
TAMERU MULUNEH,Phone,+251 11 1557963,
TAMERU MULUNEH,Mobile,+251 91 1227624,
BESUFKAD LEMA BELETE,Phone,2761945,
BESUFKAD LEMA BELETE,Mobile,1671844,
SEMIR MOHAMMEDBERHAN SALIH,Phone,+251 112 753146 | +251 112 755835,
SEMIR MOHAMMEDBERHAN SALIH,Mobile,+251 911 226295 | +251 910 094109,
SARA ASAMREW KEFYALEW,Phone,+251 11 6459938,
SARA ASAMREW KEFYALEW,Mobile,+251 91 1239934/1744432,
SISAY TADESSE BIRRU,Phone,+251 11 1273167,
SISAY TADESSE BIRRU,Mobile,+251 91 1212583,
NETSANET TEKALEGN GENERAL IMPORTER,Phone,+251 11 2138777,
NETSANET TEKALEGN GENERAL IMPORTER,Mobile,+251 91 1610734,
ELUGI GENERAL TRADING PLC,Phone,+251 116 522396 | +251 116 522397 | +251 116 522398,
ELUGI GENERAL TRADING PLC,Mobile,+251 911 201493,
SAMSON GIZAW DENBI,Phone,2590371,
SAMSON GIZAW DENBI,Mobile,1238274,
ZERIHUN MESSELE MENGISTU,Phone,+251 11 5537333,
ZERIHUN MESSELE MENGISTU,Mobile,+251 91 13318645,
LEUL ASSEFA KINFE,Phone,2139215,
LEUL ASSEFA KINFE,Mobile,1215189,
YASIN KEDIR MOHAMMED,Phone,+251 11 6467090,
YASIN KEDIR MOHAMMED,Mobile,+251 91 1634455,
ATSKTrading,Phone,+251 11 5516803,
ATSKTrading,Mobile,+251 91 1487985,
MENEWRA TRADING P.L.C,Phone,+251 11 1601228/1643783/2773051,
MENEWRA TRADING P.L.C,Mobile,+251 91 1601228/1643783/1773051,
AMAN IMPORT-EXPORT ENTERPRISE,Phone,+251 11 3713401,
AMAN IMPORT-EXPORT ENTERPRISE,Mobile,+251 91 1206449,
SEADA ABDELA MOHAMMED,Phone,+251 11 2792135,
SEADA ABDELA MOHAMMED,Mobile,+25 91 1209053,
KENNEDY YADENE TAMENE,Mobile,+251 91 1233000,
ALKON GENERAL TRADING PLC,Phone,+251 11 6531102/5524159/5509975,
ALKON GENERAL TRADING PLC,Mobile,+251 91 1206045,
BNST PLC,Phone,+251 11 5533757,
BNST PLC,Mobile,+251 91 1245666,
Senayt Stationary & Cleaning Equipment Trade,Mobile,+251 9 11649179,
Senayt Stationary & Cleaning Equipment Trade,Mobile 2,+251 9 10057170,
M.Y GLOBAL TRADING PLC,Phone,+251 11 4162719/6525477,
M.Y GLOBAL TRADING PLC,Mobile,+251 91 1210654/1205167,
GEHTEM PLC,Phone,+251 11 6299219/6299218,
NU TRADING PLC,Phone,5159586/5159587,
NU TRADING PLC,Mobile,1208176,
Ore Import and Export PLC,Phone,+251 112 750701,
Ore Import and Export PLC,Mobile,+251 911 222599,
ABDULKERIM MOHAMMED JEMAL,Phone,+251 11 1223489,
ABDULKERIM MOHAMMED JEMAL,Mobile,+251 91 1166762,
EFESON IMPORT TRADING ENTERPRISE,Phone,+251 11 1570790/1579576,
EFESON IMPORT TRADING ENTERPRISE,Mobile,+251 91 1213572,
ABDULSEMED ALI ENDRIS,Phone,+251 11 2770047/2769486,
ABDULSEMED ALI ENDRIS,Mobile,+251 91 1211876,
NETSANET KEBEDE DESTA,Phone,+251 11 5516056,
NETSANET KEBEDE DESTA,Mobile,+251 11 911688193,
Cache General Trading PLC,Phone,+251 111 575857,
Cache General Trading PLC,Mobile,+251 111 119291,
Yanem Stationary and Cleaning Equipment,Phone,+251 11 8410217,
Yanem Stationary and Cleaning Equipment,Mobile,+251 911 251833,
Yanem Stationary and Cleaning Equipment,Mobile 2,+251 910 448333,
Miracle Sanitary Products and Accessories Supplier | ሚራ...,Phone,+251 968 575562,
Miracle Sanitary Products and Accessories Supplier | ሚራ...,Phone 2,+251 985 464348,
Miracle Sanitary Products and Accessories Supplier | ሚራ...,Phone 3,+251 118 666781,
Toria Soap and Detergent Industries,Phone,+251 115 57 88 14,
Toria Soap and Detergent Industries,Phone 2,+251 114 71 81 70,
Toria Soap and Detergent Industries,Mobile,+251 930 288742,
HASET WHOLESALE BUSINESS S.C,Phone,+251 118 88 58 21,http://www.hasetwholesale.com
HASET WHOLESALE BUSINESS S.C,Phone 2,+251 112 73 24 66 / /+251 114 40 38 79,http://www.hasetwholesale.com
HASET WHOLESALE BUSINESS S.C,Phone 3,+251 118 50 49 91/92,http://www.hasetwholesale.com
HASET WHOLESALE BUSINESS S.C,Mobile,+251 911 36 99 76,http://www.hasetwholesale.com
HASET WHOLESALE BUSINESS S.C,Mobile 2,+251 911 68 33 61,http://www.hasetwholesale.com
HASET WHOLESALE BUSINESS S.C,Mobile 3,+251 911 52 83 35,http://www.hasetwholesale.com
Kidist Legese Sanitary Material Shop,Mobile,+251 913 486941,
Kidist Legese Sanitary Material Shop,Mobile 2,+251 911 241534,
Al-Jewhar Industry & Trade PLC,Phone,+251 112 771104 | +251 112 771110,
Al-Jewhar Industry & Trade PLC,Mobile,+251 911 206095,
"Yegna Stationery, Janitorial and Computer Materials Tra...",Phone,+251912064136,
Tigist Sanitary Materials Shop,Mobile,+251 911 727848,
Gremaye Woldu Cleaning and Janitorial Equipment Import ...,Mobile,+251 9 21437209,
Gremaye Woldu Cleaning and Janitorial Equipment Import ...,Mobile 2,+251 9 29180846,
"Salah Ceramics, Marble, Sanitary & Sanitary Accessories...",Phone,+251 115 585185,
"Salah Ceramics, Marble, Sanitary & Sanitary Accessories...",Phone 2,+251 115 585193,
"Salah Ceramics, Marble, Sanitary & Sanitary Accessories...",Mobile,+251 911 377881,
ANM SWISS INDUSTRIES PLC,Phone,+251-0910042144,
Abdu Sanitary Materials & Ceramics,Mobile,+251 918 639232,
Abdu Sanitary Materials & Ceramics,Mobile 2,+251 920 929646,
Kiya Sanitary Material Shop,Mobile,+251 910 304650,
Kiya Sanitary Material Shop,Mobile 2,+251 937 601411,
Worku Sanitary Material Shop,Mobile,+251 911 133080,
AL- TEWBA TRADING P.L.C.,Phone,+251 112 789012,
AL- TEWBA TRADING P.L.C.,Mobile,+251 911 505617,
Endashaw Molla Sanitary & Ceramic Material Shop,Mobile,+251 911 235610,
Endashaw Molla Sanitary & Ceramic Material Shop,Mobile 2,+251 911 751844,
Yeabsira Sanitary Material Shop,Mobile,+251 911 691553,
Yeabsira Sanitary Material Shop,Mobile 2,+251 911 219095,
Nahltek General Trading PLC,Phone,+251 112 750248,
Nahltek General Trading PLC,Mobile,+251 913 674920 | +251 911 246322 | +251 911  862040,
Aflake Soap & Detergent Factor PLC,Phone,+251 111 713225 | +251 111 452001,
SHASHIKANT PRABHUDAS & CO. (ETHIOPIA) LTD. PLC,Phone,+251 11 2755163/2762631,
SHASHIKANT PRABHUDAS & CO. (ETHIOPIA) LTD. PLC,Mobile,+251 91 1219142,
SABIT GENERAL TRADING PLC,Phone,+251 11 1552774/5152087/5527401,
SABIT GENERAL TRADING PLC,Mobile,+251 91 1201337/38,
BANCHIALEM ZELEKE MITIKU,Phone,+251 11 2130549,
RAN PLC,Phone,+251 11 6260274,
RAN PLC,Mobile,+251 91 1212964/,
OSMAN ALI MOHAMMED AHMED,Phone,+251 11 6460775,
OSMAN ALI MOHAMMED AHMED,Mobile,+251 91 1606465,
ALFARAG TRADING PLC,Phone,+251 11 4394939/4394941/439442,
OMER HUSSEN AHMED,Mobile,+251 91 1105351,
KALGIDHAR INTERNATIONAL,Phone,00911462-255270,
KALGIDHAR INTERNATIONAL,Mobile,00917737131694,
SALHE SIRAJE MOHAMMED,Phone,+251 11 2751361,
SALHE SIRAJE MOHAMMED,Mobile,+251 91 1604217,
Snow White Angel Palace,Phone,+251 118 400938,
Snow White Angel Palace,Mobile,+251 911 222993,
H.G General Import & Distributor,Phone,+251 11 4672336,
H.G General Import & Distributor,Mobile,+251 91 1213293,
OMEDAD PLC,Phone,+251 11 4655507,
OMEDAD PLC,Phone 2,+251 11 4655279,
GETACHEW GADISSA HUNDESA,Mobile,+251 91 1228384,
ETHIO EAGLE INTERNATIONAL PLC,Phone,+251 11 6295010/6292525,
ETHIO EAGLE INTERNATIONAL PLC,Mobile,+251 91 1228740,
QOPH ENGINEERING ENTERPRISE,Phone,+251 11 6628496,
QOPH ENGINEERING ENTERPRISE,Mobile,+251 91 1209515,
